userid,date,Age,Gender,Marital,STATE,Education,Income
75012558,202304,74,1,1,FL,College,Over 100k
75012561,202304,42,2,1,CT,College,Over 100k
75012562,202304,32,2,1,FL,College,Over 100k
75012564,202305,57,1,1,OR,College,Over 100k
75012567,202304,43,2,1,TX,College,Over 100k
75012573,202304,60,2,1,OH,College,Over 100k
75012577,202304,42,1,2,TN,Some College,Under 50k
75012578,202305,57,1,2,GA,College,50k to 100k
75012584,202304,50,2,2,CA,College,Under 50k
75012586,202304,53,1,1,HI,Some College,Under 50k
75012590,202304,47,1,1,NC,College,50k to 100k
75012591,202304,35,1,1,OH,College,Over 100k
75012594,202304,39,2,1,CA,College,Over 100k
75012595,202305,28,2,1,MI,College,Over 100k
75012598,202304,25,1,2,FL,Some College,Under 50k
75012607,202305,40,1,1,ME,College,Over 100k
75012609,202304,45,2,1,MA,College,Over 100k
75012614,202304,39,1,1,AZ,College,Under 50k
75012622,202304,55,1,1,CA,College,50k to 100k
75012625,202304,70,1,2,GA,Some College,Under 50k
75012634,202304,66,2,2,FL,Some College,50k to 100k
75012647,202304,40,2,1,CA,College,Over 100k
75012650,202304,41,1,1,WA,College,Over 100k
75012652,202304,34,2,1,NY,Some College,Over 100k
75012656,202304,49,1,1,OR,College,50k to 100k
75012677,202304,67,1,2,MD,High School,Under 50k
75012683,202304,66,1,2,MN,College,Under 50k
75012686,202305,72,1,1,SC,College,Under 50k
75012691,202305,57,1,1,GA,College,Under 50k
75012698,202305,33,2,1,TX,College,Over 100k
75012699,202305,51,2,1,PA,College,Over 100k
75012707,202305,43,2,1,IA,College,Over 100k
75012709,202305,34,2,2,ND,High School,Under 50k
75012711,202305,55,2,1,MO,College,Over 100k
75012712,202305,54,1,1,OK,College,Over 100k
75012717,202305,37,2,1,UT,College,Over 100k
75012718,202306,30,1,1,TX,Some College,Over 100k
75012729,202305,25,2,2,PA,College,50k to 100k
75012731,202305,44,2,1,WI,Some College,Over 100k
75012732,202305,53,1,1,OR,Some College,50k to 100k
75012737,202305,44,1,2,IL,College,Under 50k
75012738,202305,48,2,1,CA,High School,Over 100k
75012740,202305,39,1,1,OK,College,50k to 100k
75012743,202305,38,2,2,CA,College,Over 100k
75012748,202305,30,1,1,CO,College,Over 100k
75012758,202305,49,2,1,IL,College,Over 100k
75012759,202305,34,2,1,IL,Some College,50k to 100k
75012773,202305,56,1,2,LA,Some College,Under 50k
75012776,202305,43,1,2,MI,Some College,50k to 100k
75012779,202305,33,2,1,NC,College,Over 100k
75012780,202305,52,1,2,CO,College,Under 50k
75012783,202306,80,2,1,CT,College,50k to 100k
75012788,202305,68,1,1,GA,Some College,Under 50k
75012797,202305,26,2,2,FL,College,50k to 100k
75012800,202305,50,1,2,NC,College,50k to 100k
75012807,202306,76,2,1,MI,College,Under 50k
75012808,202305,55,2,2,FL,College,Under 50k
75012810,202305,55,1,2,WA,College,50k to 100k
75012814,202305,55,1,1,WI,College,Over 100k
75012817,202305,32,2,2,NH,College,50k to 100k
75012819,202305,63,1,2,AR,High School,Under 50k
75012821,202305,51,1,2,NJ,College,Over 100k
75012823,202305,67,2,1,CA,High School,50k to 100k
75012826,202306,61,2,1,VA,College,Over 100k
75012832,202305,47,1,2,FL,Some College,Under 50k
75012837,202305,24,2,2,IL,College,50k to 100k
75012841,202305,43,1,1,OH,College,Over 100k
75012848,202305,54,2,1,CT,Some College,Under 50k
75012856,202305,19,1,2,NC,High School,Under 50k
75012863,202305,37,2,1,PA,College,Over 100k
75012865,202305,67,1,2,NV,College,50k to 100k
75012868,202306,68,2,1,NE,College,Over 100k
75012872,202305,38,1,2,ME,College,Under 50k
75012873,202305,52,1,2,CA,College,Over 100k
75012876,202305,29,1,1,NY,College,Over 100k
75012890,202305,77,1,1,IN,High School,50k to 100k
75012891,202305,64,1,2,FL,Some College,Under 50k
75012896,202305,65,2,1,FL,College,Over 100k
75012897,202305,47,2,1,CA,College,Over 100k
75012906,202306,31,2,1,MI,College,Over 100k
75012910,202305,45,2,1,LA,Some College,Over 100k
75012911,202305,38,1,1,TX,Some College,Under 50k
75012914,202305,30,1,1,VA,High School,Over 100k
75012921,202305,45,1,1,PA,Some College,Under 50k
75012936,202306,59,2,1,FL,College,Over 100k
75012938,202305,57,1,1,OH,Some College,50k to 100k
75012939,202305,36,2,1,OH,College,Over 100k
75012940,202305,43,1,1,GA,College,Under 50k
75012942,202306,40,2,1,GA,Some College,Over 100k
75012943,202305,71,2,2,OR,College,50k to 100k
75012964,202305,60,2,1,SC,Some College,50k to 100k
75012969,202305,79,1,2,CA,Some College,50k to 100k
75012986,202305,43,2,2,NY,Some College,50k to 100k
75012987,202305,47,1,2,PA,High School,Under 50k
75012995,202305,44,1,2,CA,College,Under 50k
75013002,202305,60,1,1,CA,College,Over 100k
75013005,202305,28,2,1,NY,College,50k to 100k
75013007,202306,81,1,2,AZ,Some College,Under 50k
75013012,202305,35,1,2,IL,Some College,Under 50k
75013015,202305,53,1,2,NY,College,Over 100k
75013016,202306,80,1,2,NC,College,50k to 100k
75013019,202305,55,1,1,IN,Some College,50k to 100k
75013034,202305,28,2,2,IL,College,50k to 100k
75013038,202305,51,2,2,CT,College,Over 100k
75013043,202305,66,2,2,CA,College,50k to 100k
75013052,202305,64,1,2,TX,College,Under 50k
75013060,202305,39,1,2,GA,Some College,50k to 100k
75013065,202305,45,2,2,NH,College,50k to 100k
75013073,202305,49,1,1,VA,Some College,50k to 100k
75013074,202305,28,2,1,NY,College,Over 100k
75013077,202305,58,1,2,WA,High School,Under 50k
75013078,202305,60,1,2,NY,Some College,50k to 100k
75013080,202305,45,1,1,GA,High School,Over 100k
75013081,202305,54,1,2,WI,Some College,Under 50k
75013083,202305,45,2,1,NE,College,Over 100k
75013092,202305,50,2,2,TX,College,50k to 100k
75013095,202305,45,2,1,UT,Some College,Over 100k
75013098,202305,37,1,2,CT,College,50k to 100k
75013105,202305,37,2,1,KS,College,Over 100k
75013106,202305,49,2,2,NV,College,Under 50k
75013111,202305,82,1,2,NV,Some College,Under 50k
75013114,202305,32,2,1,VA,Some College,Under 50k
75013124,202305,31,1,1,OH,Some College,Over 100k
75013129,202305,31,1,1,PA,College,50k to 100k
75013130,202305,63,2,2,GA,High School,50k to 100k
75013132,202305,65,1,1,WI,High School,50k to 100k
75013141,202305,53,2,2,PA,High School,Under 50k
75013144,202305,43,2,1,NJ,College,Over 100k
75013149,202305,49,2,1,TX,High School,Over 100k
75013154,202305,58,2,1,IN,College,Over 100k
75013157,202305,49,2,1,PA,Some College,Over 100k
75013159,202305,50,1,2,AL,High School,Under 50k
75013160,202305,40,1,1,OR,High School,50k to 100k
75013166,202305,34,2,1,PA,Some College,Over 100k
75013170,202306,47,1,1,MI,College,50k to 100k
75013181,202306,33,1,2,TN,College,Under 50k
75013183,202306,55,2,1,NV,College,Over 100k
75013192,202306,55,1,2,MI,College,Over 100k
75013194,202306,35,2,1,KS,College,50k to 100k
75013196,202306,28,2,1,TN,Some College,50k to 100k
75013200,202306,62,1,1,MD,Some College,50k to 100k
75013202,202306,38,2,1,NY,College,Over 100k
75013203,202306,29,2,1,NE,College,Over 100k
75013204,202307,33,1,1,NE,Some College,Over 100k
75013205,202306,46,1,2,NJ,College,50k to 100k
75013206,202306,59,2,1,IN,Some College,50k to 100k
75013207,202306,35,2,1,IN,College,Over 100k
75013217,202306,76,2,1,NV,Some College,50k to 100k
75013227,202306,68,1,2,OK,College,Under 50k
75013230,202307,48,1,2,IL,Some College,Over 100k
75013242,202306,43,1,1,IA,College,Over 100k
75013246,202306,70,1,1,CT,College,50k to 100k
75013254,202306,45,2,1,IA,Some College,50k to 100k
75013258,202306,67,1,1,FL,Some College,50k to 100k
75013262,202306,45,1,1,KY,College,Under 50k
75013263,202306,70,1,2,OR,High School,Under 50k
75013270,202306,63,1,2,MN,Some College,Under 50k
75013283,202306,59,1,2,IL,College,50k to 100k
75013284,202306,72,1,1,NY,Some College,50k to 100k
75013289,202306,38,2,1,OR,College,50k to 100k
75013295,202306,22,2,2,TN,Some College,50k to 100k
75013303,202306,36,1,1,SC,College,Over 100k
75013307,202306,57,1,2,MO,Some College,Under 50k
75013309,202306,65,1,1,MO,Some College,50k to 100k
75013313,202306,32,2,1,CA,College,Over 100k
75013314,202306,58,1,2,TN,College,Under 50k
75013320,202306,29,2,1,IN,College,Over 100k
75013323,202306,38,1,2,OH,College,Under 50k
75013324,202306,40,1,1,KY,High School,50k to 100k
75013327,202306,37,1,1,KS,Some College,50k to 100k
75013329,202306,28,1,1,NJ,College,Over 100k
75013331,202306,70,1,1,GA,Some College,50k to 100k
75013338,202306,57,2,2,NY,High School,Under 50k
75013342,202306,80,2,1,SC,High School,Under 50k
75013351,202306,27,2,1,NC,College,Over 100k
75013353,202306,40,1,1,KS,High School,Over 100k
75013361,202306,50,1,1,TX,Some College,50k to 100k
75013367,202307,31,2,2,VA,College,Over 100k
75013371,202306,73,1,1,WV,College,50k to 100k
75013374,202306,39,1,1,IL,Some College,50k to 100k
75013378,202306,45,1,2,MS,College,50k to 100k
75013382,202306,32,1,2,AL,High School,Under 50k
75013384,202306,58,1,2,NC,Some College,Under 50k
75013385,202306,85,2,1,NC,College,50k to 100k
75013389,202306,53,2,2,MI,Some College,Under 50k
75013392,202306,42,1,1,NY,College,Over 100k
75013393,202306,69,1,2,NY,College,Under 50k
75013396,202307,65,1,1,CT,College,Over 100k
75013400,202306,67,2,1,LA,Some College,Over 100k
75013403,202306,45,1,1,PA,College,Over 100k
75013405,202307,61,2,1,TX,College,Over 100k
75013406,202306,75,1,1,FL,College,Over 100k
75013410,202306,66,1,2,OR,College,Over 100k
75013413,202307,41,1,1,VA,College,Over 100k
75013415,202306,46,2,1,MD,College,Over 100k
75013416,202306,31,2,2,AZ,College,Under 50k
75013419,202306,27,2,1,NC,College,Over 100k
75013420,202306,71,2,1,MI,Some College,50k to 100k
75013430,202306,61,2,2,KS,Some College,Over 100k
75013431,202306,73,2,1,AZ,Some College,Under 50k
75013436,202306,45,1,1,FL,College,Over 100k
75013438,202306,49,2,2,CA,High School,50k to 100k
75013445,202306,70,1,1,CA,College,50k to 100k
75013448,202306,52,2,1,OH,College,Under 50k
75013451,202306,58,2,2,AR,College,50k to 100k
75013453,202306,39,1,2,CO,College,50k to 100k
75013455,202306,39,1,1,FL,College,50k to 100k
75013463,202306,30,1,1,OK,Some College,50k to 100k
75013466,202306,62,2,2,AZ,College,50k to 100k
75013467,202306,29,2,1,CA,College,Over 100k
75013468,202306,51,1,2,VA,High School,Under 50k
75013476,202306,63,2,1,MN,High School,Under 50k
75013478,202306,38,1,2,WA,College,Over 100k
75013479,202306,39,1,1,NC,College,50k to 100k
75013481,202306,61,1,1,PA,Some College,Over 100k
75013490,202306,47,2,1,NY,Some College,Over 100k
75013501,202306,39,2,1,TX,College,Over 100k
75013503,202306,34,1,1,SC,Some College,Over 100k
75013507,202306,40,1,1,CA,College,50k to 100k
75013513,202306,48,2,1,WA,College,Over 100k
75013514,202306,28,2,2,IL,College,Over 100k
75013526,202306,25,2,1,CO,College,50k to 100k
75013529,202306,53,1,1,NJ,College,Over 100k
75013539,202306,52,1,1,SC,College,Over 100k
75013544,202306,43,1,1,OK,College,50k to 100k
75013545,202306,52,1,2,CO,College,50k to 100k
75013551,202306,40,1,1,CA,College,Over 100k
75013555,202306,63,2,1,ME,College,Over 100k
75013558,202306,48,1,2,MD,College,50k to 100k
75013560,202307,52,2,1,VA,Some College,Over 100k
75013563,202306,28,1,2,OR,College,50k to 100k
75013564,202307,40,1,1,FL,Some College,Over 100k
75013567,202306,44,1,1,FL,Some College,Under 50k
75013568,202306,68,2,1,FL,Some College,Over 100k
75013571,202306,32,1,2,LA,College,Over 100k
75013573,202306,38,2,1,MI,College,Over 100k
75013575,202306,39,1,1,CA,Some College,50k to 100k
75013576,202306,57,2,1,CA,College,Over 100k
75013580,202307,59,1,1,GA,High School,Over 100k
75013583,202306,33,1,2,NJ,High School,Under 50k
75013585,202306,37,1,1,NC,High School,Under 50k
75013588,202306,26,2,2,IN,College,50k to 100k
75013589,202307,58,2,1,OH,Some College,Over 100k
75013590,202307,69,2,1,FL,College,50k to 100k
75013591,202306,49,2,2,FL,College,Over 100k
75013595,202306,28,2,2,MA,College,Under 50k
75013602,202306,33,1,1,CA,College,Over 100k
75013608,202307,60,2,1,AZ,Some College,Over 100k
75013610,202306,21,1,2,DC,Some College,50k to 100k
75013612,202306,39,1,1,NY,College,Over 100k
75013615,202306,75,2,1,PA,College,50k to 100k
75013616,202306,27,1,1,PA,College,Over 100k
75013620,202306,55,1,1,NY,College,50k to 100k
75013623,202306,54,1,1,NC,Some College,50k to 100k
75013626,202306,56,1,1,NC,College,Over 100k
75013627,202306,42,2,2,NY,College,50k to 100k
75013628,202306,74,2,1,NH,College,Over 100k
75013630,202306,39,1,1,ID,Some College,50k to 100k
75013634,202306,55,1,2,RI,Some College,50k to 100k
75013636,202306,69,2,1,IA,Some College,Under 50k
75013639,202306,29,2,1,OR,College,Over 100k
75013641,202306,80,1,2,FL,Some College,Under 50k
75013643,202306,76,2,2,FL,College,50k to 100k
75013645,202306,53,2,1,NC,College,Over 100k
75013646,202306,55,1,2,TX,Some College,50k to 100k
75013647,202306,67,2,2,VA,High School,Under 50k
75013654,202307,47,1,2,FL,College,50k to 100k
75013655,202306,26,2,2,FL,College,50k to 100k
75013658,202306,60,2,1,FL,College,Over 100k
75013659,202306,79,2,1,FL,Some College,Under 50k
75013660,202306,65,1,1,SC,Some College,Over 100k
75013663,202306,53,1,2,NY,Some College,Over 100k
75013665,202306,32,2,1,VA,College,Over 100k
75013666,202306,48,2,2,TX,College,50k to 100k
75013671,202306,64,1,2,OR,Some College,Under 50k
75013673,202306,36,1,2,CO,College,Over 100k
75013674,202306,76,2,1,FL,College,50k to 100k
75013678,202306,46,1,1,WV,College,Over 100k
75013680,202307,61,2,1,PA,College,Over 100k
75013681,202306,48,1,1,PA,College,50k to 100k
75013682,202306,66,1,2,CA,Some College,Under 50k
75013710,202307,37,1,1,MA,College,50k to 100k
75013723,202307,58,1,2,TX,College,50k to 100k
75013725,202307,30,2,1,CA,Some College,Under 50k
75013726,202307,34,2,2,CA,High School,Under 50k
75013734,202308,45,1,1,GA,Some College,Over 100k
75013744,202307,60,1,2,VT,High School,Under 50k
75013749,202307,30,1,1,TN,Some College,Over 100k
75013750,202307,71,2,1,TX,College,Under 50k
75013753,202307,40,2,1,OH,College,Over 100k
75013754,202308,53,1,1,VA,College,Under 50k
75013762,202307,52,1,1,AR,Some College,50k to 100k
75013764,202308,61,1,1,AZ,College,Over 100k
75013765,202307,59,1,2,AZ,College,Under 50k
75013770,202307,76,2,2,NC,Some College,Under 50k
75013776,202307,47,1,2,GA,Some College,Under 50k
75013777,202307,33,1,1,VA,College,Over 100k
75013783,202307,46,2,1,WI,College,Over 100k
75013792,202307,46,1,1,IL,Some College,Under 50k
75013798,202307,49,2,1,IA,College,Over 100k
75013804,202307,52,2,2,OH,High School,Under 50k
75013815,202308,52,2,2,CA,Some College,50k to 100k
75013816,202308,38,1,1,CO,College,Over 100k
75013824,202307,41,2,1,CA,College,Over 100k
75013827,202307,58,1,2,WV,College,Under 50k
75013828,202307,42,1,2,MI,College,50k to 100k
75013833,202307,46,1,1,FL,Some College,Over 100k
75013836,202307,39,2,1,AL,College,50k to 100k
75013841,202307,32,1,2,IN,Some College,Under 50k
75013853,202307,70,1,2,VA,College,Under 50k
75013857,202307,42,1,1,AZ,College,Over 100k
75013865,202307,30,1,1,CA,Some College,Under 50k
75013866,202307,67,2,2,OR,Some College,Under 50k
75013879,202307,44,1,2,DC,High School,Over 100k
75013881,202308,66,2,2,WI,Some College,Over 100k
75013882,202308,50,1,1,MO,College,Over 100k
75013886,202307,72,2,1,ID,College,50k to 100k
75013889,202307,54,2,1,CA,College,Over 100k
75013900,202307,3,1,1,CO,College,Over 100k
75013901,202307,57,1,1,TX,Some College,Under 50k
75013903,202307,37,1,1,NC,College,Over 100k
75013911,202307,46,2,1,KS,College,50k to 100k
75013916,202307,28,1,1,VA,College,50k to 100k
75013931,202307,68,1,1,WA,Some College,50k to 100k
75013932,202307,41,2,1,WA,College,50k to 100k
75013934,202307,46,1,1,PA,College,Over 100k
75013940,202307,49,2,1,PA,College,Over 100k
75013954,202307,45,2,1,ND,College,Over 100k
75013959,202307,67,2,2,NJ,College,Under 50k
75013961,202307,47,1,1,NY,College,50k to 100k
75013968,202307,51,1,1,CA,College,Over 100k
75013974,202307,67,1,2,AL,High School,Under 50k
75013982,202307,56,2,2,AR,College,50k to 100k
75013986,202307,45,1,1,MA,High School,50k to 100k
75013987,202307,79,1,2,KS,Some College,50k to 100k
75013995,202307,49,2,2,TX,High School,Under 50k
75014001,202307,37,1,2,NC,College,Under 50k
75014003,202307,33,1,1,NC,Some College,50k to 100k
75014021,202307,49,1,2,WA,College,50k to 100k
75014023,202307,56,1,1,PA,High School,Under 50k
75014028,202307,68,1,1,TN,College,Under 50k
75014029,202307,23,1,2,MN,College,50k to 100k
75014030,202307,36,1,2,MN,College,Over 100k
75014033,202307,38,1,2,CA,College,Over 100k
75014035,202307,52,1,1,CA,College,50k to 100k
75014043,202307,42,2,2,TX,College,Over 100k
75014044,202307,50,2,1,CA,Some College,Over 100k
75014045,202307,59,2,2,WA,High School,50k to 100k
75014046,202307,22,2,2,IL,College,50k to 100k
75014048,202307,57,2,1,SC,High School,50k to 100k
75014053,202307,22,1,1,FL,Some College,50k to 100k
75014054,202307,30,1,1,MA,High School,50k to 100k
75014058,202308,42,1,1,OH,Some College,50k to 100k
75014059,202307,68,2,2,CA,College,Over 100k
75014062,202307,28,1,2,OH,College,Under 50k
75014063,202307,36,1,1,TN,College,50k to 100k
75014065,202307,44,2,2,GA,Some College,Under 50k
75014067,202307,58,1,2,FL,Some College,50k to 100k
75014068,202307,36,1,1,LA,College,Over 100k
75014069,202307,31,2,2,CA,High School,Under 50k
75014072,202307,46,2,1,NY,College,Over 100k
75014075,202307,55,1,2,CA,College,50k to 100k
75014076,202307,73,2,1,NY,Some College,50k to 100k
75014078,202307,43,1,2,CA,College,50k to 100k
75014083,202307,46,2,1,IN,College,Over 100k
75014085,202307,22,2,2,MN,Some College,Over 100k
75014087,202307,27,1,1,NE,College,Under 50k
75014090,202308,47,1,1,AK,College,Over 100k
75014098,202307,70,1,1,GA,College,Under 50k
75014100,202307,23,2,1,IA,College,Over 100k
75014102,202307,43,1,2,KY,Some College,Under 50k
75014105,202307,24,2,1,TX,College,Under 50k
75014110,202307,42,1,1,PA,Some College,50k to 100k
75014119,202307,56,1,2,TX,College,50k to 100k
75014120,202307,49,2,1,MA,College,Over 100k
75014129,202307,23,1,1,WV,High School,50k to 100k
75014133,202307,38,1,2,OH,College,50k to 100k
75014145,202307,53,1,1,CT,Some College,50k to 100k
75014146,202307,63,2,2,CA,High School,Under 50k
75014156,202307,37,2,1,DE,College,Over 100k
75014162,202307,38,2,1,CA,College,Over 100k
75014163,202307,48,2,2,IL,College,50k to 100k
75014165,202307,32,1,2,VA,College,Under 50k
75014172,202307,47,1,1,AR,Some College,Over 100k
75014174,202307,31,2,2,NJ,College,Over 100k
75014175,202307,27,1,1,CO,College,50k to 100k
75014187,202307,71,2,1,FL,College,Over 100k
75014191,202307,33,1,2,FL,College,50k to 100k
75014199,202307,58,1,1,NY,Some College,Under 50k
75014202,202307,48,2,1,WV,Some College,Over 100k
75014208,202307,36,2,2,TX,College,Over 100k
75014214,202307,42,1,2,WV,High School,Under 50k
75014218,202308,56,1,1,AR,College,Over 100k
75014225,202308,43,2,1,PA,College,Over 100k
75014226,202307,45,1,1,MN,College,Over 100k
75014231,202307,69,2,2,NJ,College,Under 50k
75014236,202308,56,1,1,FL,High School,50k to 100k
75014237,202307,46,2,2,IL,Some College,Under 50k
75014242,202307,55,2,1,LA,Some College,50k to 100k
75014244,202308,44,2,1,UT,College,Over 100k
75014252,202308,66,2,1,CA,College,Under 50k
75014253,202308,36,1,1,TN,College,Over 100k
75014254,202308,62,1,1,FL,College,Over 100k
75014259,202308,27,1,1,MI,College,Under 50k
75014263,202309,33,2,1,TX,Some College,50k to 100k
75014265,202309,42,2,1,TX,College,Over 100k
75014270,202309,37,2,1,OH,High School,50k to 100k
75014271,202309,38,2,1,IN,College,Over 100k
75014293,202308,69,1,2,OH,Some College,Under 50k
75014295,202308,33,2,2,OR,High School,50k to 100k
75014296,202308,56,1,1,PA,College,50k to 100k
75014304,202308,40,2,2,CO,College,50k to 100k
75014305,202308,74,1,1,OR,Some College,Over 100k
75014307,202309,57,2,1,WV,College,Over 100k
75014308,202308,65,2,1,NY,College,50k to 100k
75014325,202309,56,2,1,OH,Some College,Under 50k
75014326,202308,38,1,1,OH,Some College,Over 100k
75014329,202308,45,1,1,TX,High School,Under 50k
75014330,202308,32,2,2,ID,College,50k to 100k
75014341,202308,52,1,1,FL,Some College,50k to 100k
75014342,202308,56,1,2,AZ,College,50k to 100k
75014344,202308,34,1,1,TN,College,Over 100k
75014348,202309,42,2,1,GA,College,Over 100k
75014354,202308,44,1,1,TX,Some College,Under 50k
75014360,202308,35,2,1,ID,College,50k to 100k
75014361,202308,84,2,2,OH,Some College,50k to 100k
75014364,202308,26,1,2,NY,College,50k to 100k
75014373,202308,24,2,2,TN,College,Under 50k
75014374,202309,58,1,2,AR,High School,Under 50k
75014375,202308,24,1,1,ID,Some College,Under 50k
75014381,202308,34,1,1,MN,College,Over 100k
75014383,202308,72,2,1,NY,High School,50k to 100k
75014384,202308,27,2,1,NY,Some College,Over 100k
75014385,202309,51,2,1,VA,College,Over 100k
75014391,202308,34,2,2,ND,College,50k to 100k
75014393,202308,68,2,1,CA,Some College,Over 100k
75014395,202308,41,1,1,MI,Some College,50k to 100k
75014400,202308,66,2,1,TX,College,Over 100k
75014405,202309,32,2,1,TX,College,Over 100k
75014406,202309,41,1,1,TX,College,Over 100k
75014416,202308,34,1,1,FL,Some College,Under 50k
75014420,202308,39,2,1,CA,College,Over 100k
75014426,202308,29,1,1,AL,College,Over 100k
75014430,202308,44,2,1,WA,College,Over 100k
75014431,202308,64,2,2,CA,College,50k to 100k
75014433,202308,43,2,2,NC,High School,50k to 100k
75014438,202308,33,1,1,NY,Some College,Under 50k
75014440,202308,28,1,1,CA,College,50k to 100k
75014441,202308,53,1,2,TN,High School,Under 50k
75014445,202309,30,2,2,MI,College,50k to 100k
75014448,202309,43,1,2,FL,College,Under 50k
75014457,202308,33,2,1,FL,College,Over 100k
75014460,202308,48,2,1,NY,College,Over 100k
75014466,202308,49,1,2,MN,Some College,50k to 100k
75014468,202309,35,1,2,MT,College,50k to 100k
75014469,202308,61,2,2,OH,College,Over 100k
75014471,202308,60,2,1,TX,College,50k to 100k
75014472,202309,54,1,1,KY,Some College,Over 100k
75014474,202309,51,2,1,MA,College,Over 100k
75014475,202308,35,1,1,WA,College,Over 100k
75014477,202308,81,2,1,MT,College,Over 100k
75014495,202308,40,1,1,MO,College,Over 100k
75014507,202308,34,1,1,MN,High School,50k to 100k
75014510,202308,46,1,2,AZ,College,50k to 100k
75014511,202308,45,2,1,NY,College,Under 50k
75014512,202308,30,2,1,PA,High School,Over 100k
75014521,202308,62,1,1,CA,Some College,Over 100k
75014532,202308,53,1,1,AR,Some College,Under 50k
75014535,202308,59,2,1,FL,College,Under 50k
75014539,202308,29,1,1,OH,Some College,50k to 100k
75014545,202308,59,2,1,OH,High School,Under 50k
75014548,202308,82,1,1,VA,Some College,Under 50k
75014552,202308,51,1,2,NC,College,50k to 100k
75014557,202308,33,2,1,MT,College,Over 100k
75014569,202308,59,2,2,CO,College,50k to 100k
75014584,202308,30,2,1,NY,Some College,Under 50k
75014590,202308,64,1,2,FL,College,Under 50k
75014592,202308,25,2,1,FL,Some College,50k to 100k
75014594,202308,50,1,1,OH,High School,50k to 100k
75014596,202308,35,2,1,MD,College,Over 100k
75014601,202308,50,2,1,VA,Some College,Over 100k
75014604,202308,30,2,1,TX,College,Over 100k
75014606,202309,38,2,1,AL,College,Over 100k
75014611,202309,43,2,1,TN,College,Over 100k
75014612,202309,18,1,2,FL,High School,50k to 100k
75014619,202308,27,2,1,MN,College,50k to 100k
75014620,202308,37,2,1,CA,College,Over 100k
75014621,202309,39,2,1,SC,College,Over 100k
75014622,202308,65,1,2,CA,College,Over 100k
75014623,202309,50,1,1,AL,College,50k to 100k
75014630,202308,43,2,1,WI,College,Over 100k
75014632,202308,51,1,1,WA,College,Over 100k
75014633,202308,48,2,1,IL,College,Over 100k
75014640,202308,79,1,2,FL,College,Under 50k
75014643,202308,76,2,1,NY,Some College,Over 100k
75014645,202308,46,2,1,PA,College,Over 100k
75014650,202308,36,1,1,TX,College,50k to 100k
75014653,202308,50,1,2,CA,College,Over 100k
75014654,202309,49,1,2,IL,College,Under 50k
75014656,202308,57,2,2,CO,Some College,Over 100k
75014659,202308,38,2,2,MI,Some College,50k to 100k
75014667,202308,51,1,2,TX,Some College,Under 50k
75014668,202308,45,2,1,SD,College,50k to 100k
75014677,202308,48,2,1,NY,College,Over 100k
75014680,202308,39,2,1,CA,College,Over 100k
75014681,202308,43,2,1,WA,College,Over 100k
75014684,202308,56,2,2,FL,College,Under 50k
75014686,202308,25,2,2,TN,Some College,Under 50k
75014700,202308,39,1,2,ME,College,50k to 100k
75014701,202308,69,1,2,NC,College,50k to 100k
75014703,202308,54,2,2,PA,Some College,Over 100k
75014704,202308,58,1,1,CT,Some College,50k to 100k
75014708,202308,77,2,1,MN,College,50k to 100k
75014710,202309,44,1,2,AR,Some College,Under 50k
75014712,202308,36,2,2,NC,Some College,Under 50k
75014722,202308,33,1,2,CA,College,Over 100k
75014726,202308,59,1,1,OR,High School,Under 50k
75014728,202308,35,2,1,AR,College,50k to 100k
75014747,202309,39,2,1,MA,College,Over 100k
75014753,202308,31,2,1,IL,College,50k to 100k
75014757,202308,64,1,2,PA,Some College,Under 50k
75014760,202308,42,2,1,WA,College,50k to 100k
75014762,202308,69,1,2,CA,High School,Under 50k
75014765,202309,40,1,1,TX,College,Over 100k
75014771,202308,64,1,2,WI,Some College,Under 50k
75014775,202308,59,2,2,MN,College,Over 100k
75014780,202308,52,2,1,MD,College,Over 100k
75014781,202309,38,2,1,MD,College,Over 100k
75014798,202308,39,1,2,NC,High School,Under 50k
75014802,202308,31,1,1,NY,College,50k to 100k
75014805,202308,31,1,2,FL,College,50k to 100k
75014807,202308,77,1,1,MI,College,Over 100k
75014809,202309,43,1,1,TX,Some College,Over 100k
75014814,202308,45,2,1,IN,College,Over 100k
75014825,202308,42,2,1,NY,College,Over 100k
75014839,202308,45,2,1,IA,College,Over 100k
75014841,202308,45,2,2,IL,Some College,Under 50k
75014845,202309,23,2,1,UT,College,Over 100k
75014848,202309,53,2,2,TX,College,Over 100k
75014854,202309,45,1,2,MO,College,Under 50k
75014856,202309,25,2,1,IL,College,Over 100k
75014857,202309,34,2,1,VA,Some College,50k to 100k
75014862,202309,49,1,2,GA,Some College,Under 50k
75014868,202309,36,1,1,CA,Some College,50k to 100k
75014874,202310,53,2,1,MO,College,Over 100k
75014883,202309,59,1,1,IL,Some College,Over 100k
75014884,202310,32,2,1,IN,Some College,50k to 100k
75014886,202309,30,2,2,IA,College,50k to 100k
75014887,202309,56,1,1,KS,Some College,Over 100k
75014888,202310,49,1,1,WI,College,Over 100k
75014889,202310,57,1,1,IN,College,50k to 100k
75014891,202309,61,1,2,NJ,Some College,50k to 100k
75014892,202309,73,1,2,GA,Some College,Under 50k
75014893,202309,75,2,1,GA,College,Over 100k
75014895,202309,65,2,1,IL,Some College,Under 50k
75014897,202309,42,2,2,KS,College,Under 50k
75014905,202309,44,1,1,OH,College,Over 100k
